epoch,train_loss,val_loss,topic_accuracy,topic_macro_f1,difficulty_mae,difficulty_rmse,difficulty_level_accuracy
1,1.8261176277609432,1.173540324736864,0.7032470201397452,0.7071677207973192,0.9345215559005737,1.1548110246658325,0.3226469379367037
2,0.993659796668034,1.0281600172703083,0.7459926017262639,0.7528290480727667,0.8922170996665955,1.1092346906661987,0.3382655158240855
3,0.8168125491516263,0.9924968603329781,0.7546239210850801,0.7614259782375649,0.8713945150375366,1.0886849164962769,0.36087135224003286
4,0.7137716889770982,0.9810148859635378,0.7727085902178381,0.7780704923832735,0.8559849262237549,1.0725290775299072,0.3690916563912865
5,0.657916356145946,0.9777444891440563,0.781750924784217,0.785861193336394,0.8487617373466492,1.0576163530349731,0.36991368680641185
